tweet_id,tweet_text,class_label,event,split,event_set,target_label,clean_text,text_length,word_count,pred_label,correct
1035227350059732992,Former #Kerala CM VS Achuthanandan says flaws in Keralas policy making lead to #KeralaFloods2018 Human intervention in the environment lead to landslides which aggravated flood damages. He demands eviction of encroachers,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,former kerala cm vs achuthanandan says flaws in keralas policy making lead to keralafloods2018 human intervention in the environment lead to landslides which aggravated flood damages. he demands eviction of encroachers,218,31,Situational Awareness,False
1030762695845236736,"People of Other states when floods evryYear: Please help us in distress situation. We are in need of help. Keralites living outside Kerala when Kerala flooded once: You idiot cow belt Sanghis, cant you see our state flooding, help us you illiterate moron! #KeralaFloods",sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,"people of other states when floods evryyear please help us in distress situation. we are in need of help. keralites living outside kerala when kerala flooded once you idiot cow belt sanghis, cant you see our state flooding, help us you illiterate moron! keralafloods",266,44,Resource Requests,False
1030396917836967936,"Stars indicate that there may be no immediate respite from #KeralaRains and condition of #KeralaFlood may worsen on 24th and 26th August. A big relief is, however, expected on 29th &amp; water will start to lose its strength thereafter. Pray, help and donate needy people. #KeralaSOS",sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,"stars indicate that there may be no immediate respite from keralarains and condition of keralaflood may worsen on 24th and 26th august. a big relief is, however, expected on 29th and water will start to lose its strength thereafter. pray, help and donate needy people. keralasos",278,46,Volunteering and Donations,False
1035172864016769026,@official_dda It seems DDA suggesting that 4 DDA Officials drunk all water logging?? Citizens reported from pictures from some other planets? #saintDDA Keep it up Mr @HardeepSPuri and @LtGovDelhi,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,it seems dda suggesting that 4 dda officials drunk all water logging?? citizens reported from pictures from some other planets? saintdda keep it up mr and,154,26,Situational Awareness,False
1032151662683549696,If reports that GOI has politely refused foreign aid from UAE &amp; other countries 4 #KeralaFloodRelief then they have to be complimented for sticking to decision taken in 2007 . No foreign aid for Uttarkhand 2013 also Why did @CMOKerala jump the gun ?,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,if reports that goi has politely refused foreign aid from uae and other countries 4 keralafloodrelief then they have to be complimented for sticking to decision taken in 2007 . no foreign aid for uttarkhand 2013 also why did jump the gun ?,239,43,Situational Awareness,False
1034841269766242304,An article on flood Relief work done us,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,an article on flood relief work done us,39,8,Situational Awareness,False
1030396543440969728,@DefenceMinIndia Mam My friends family is in trouble in Kerala Flood. Seeking your help. #Helpneeded 5 people including my Dad and grandparents are stuck at Parakkadavu South- Near Anoopa workshop- On the rooftop of Mohanan chettans house.,sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,mam my friends family is in trouble in kerala flood. seeking your help. helpneeded 5 people including my dad and grandparents are stuck at parakkadavu south- near anoopa workshop- on the rooftop of mohanan chettans house.,221,36,Resource Requests,False
1033172945663938560,Here is my take on Kerala govts petulant behaviour and how the debate over flood relief and rescue may have permanently damaged national conversation on response to calamities!,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,here is my take on kerala govts petulant behaviour and how the debate over flood relief and rescue may have permanently damaged national conversation on response to calamities!,176,28,Volunteering and Donations,False
1032262080882241536,Worst time reveal true friends.. #Israel #India #Kerala #floods,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,worst time reveal true friends.. israel india kerala floods,59,9,Situational Awareness,False
1032648954511380486,"Kerala wants aid from UAE, Centre says no. It has been Indias policy since the tsunami of 2004 to use domestic funds to rebuild after natural disasters. #KeralaFloodRelief #KeralaAidPolitics",not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,"kerala wants aid from uae, centre says no. it has been indias policy since the tsunami of 2004 to use domestic funds to rebuild after natural disasters. keralafloodrelief keralaaidpolitics",188,29,Situational Awareness,False
1033306453157859329,#Ekal #USA has set up a DiY #campaign to raise #funds for 330 #villages and #Ekal #schools in #Idukki and #Wayanad affected by #Kerala #floods. Please support these villagers in this hour of need.,sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,ekal usa has set up a diy campaign to raise funds for 330 villages and ekal schools in idukki and wayanad affected by kerala floods. please support these villagers in this hour of need.,185,34,Volunteering and Donations,False
1031563759779602432,RT @vamsikaka: Central Government declares Kerala floods as Calamity of severe nature #Kerala #KeralaFloods,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,central government declares kerala floods as calamity of severe nature kerala keralafloods,90,12,Situational Awareness,False
1032314639328133120,"Malayalis dont like thiruvanathapuram (its culture,class of ppl,lifestyle,food,dialect totally different) Its not like a city , Cochin lobby blocks every development for tvm . But Trivandrum is received more rain than all other districts but not affected by flood.",not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,"malayalis dont like thiruvanathapuram its culture,class of ppl,lifestyle,food,dialect totally different its not like a city , cochin lobby blocks every development for tvm . but trivandrum is received more rain than all other districts but not affected by flood.",262,39,Situational Awareness,False
1030841395236356098,#KeralaSOS #KeralaFlooding very distressing to see gods own country reeling under the deluge of water #prayersforkerala and timely help please.,sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,keralasos keralaflooding very distressing to see gods own country reeling under the deluge of water prayersforkerala and timely help please.,140,20,Resource Requests,False
1030750685933985794,Lets help and support in this time of crisis (kerala flood relief),sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,lets help and support in this time of crisis kerala flood relief,64,12,Volunteering and Donations,False
1033996867611156480,The Kerala floods will likely reduce its gold demand by half ahead of the festive season. The state is Indias largest buyer of the precious metal. #KeralaFloods #goldprice #jewellery @keralajewellers Read the full story hereὄ7,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,the kerala floods will likely reduce its gold demand by half ahead of the festive season. the state is indias largest buyer of the precious metal. keralafloods goldprice jewellery read the full story hereὄ7,206,34,Situational Awareness,False
1031047498431787009,Few glimpses from the #Delhi flood relief collection centre. Thank you all for your support ὤF #KeralaFloods #KeralaFloodRelief #StandWithKerala,sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,few glimpses from the delhi flood relief collection centre. thank you all for your support ὤf keralafloods keralafloodrelief standwithkerala,140,19,Volunteering and Donations,False
1031761749815517185,Meet Thankless @cpimspeak Minister Surendran said Army alone cant undertake rescue operations. Army men can just stand in a corner with machine guns in their hands; thats all they can do! These thugs only want money from Central Govt in the name of relief #KeralaFloodRelief,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,meet thankless minister surendran said army alone cant undertake rescue operations. army men can just stand in a corner with machine guns in their hands thats all they can do! these thugs only want money from central govt in the name of relief keralafloodrelief,261,44,Volunteering and Donations,False
1032206065973317632,"SIO cadres across the nation, in relief campaign after Eid Prayers for #KeralaFlood fund collection. #EidMubarak #MessageofBrotherhood",sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,"sio cadres across the nation, in relief campaign after eid prayers for keralaflood fund collection. eidmubarak messageofbrotherhood",131,17,Volunteering and Donations,False
1033309768763494400,#Karnataka BJP MLA Basanagouda Patil Yatnal from #Vijayapura has alleged that permission for cow slaughter in #Kerala is the reason why the State is facing floods. #KeralaFloods,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,karnataka bjp mla basanagouda patil yatnal from vijayapura has alleged that permission for cow slaughter in kerala is the reason why the state is facing floods. keralafloods,173,27,Situational Awareness,False
1031372146071822336,"@jandkgovernor N.N. Vohra has conveyed to @vijayanpinarayi CM of #Kerala, the sorrow and sincere sympathy of the people and the Govt of JandK over the tragic loss of hundreds of innocent lives and the enormous damage to properties on account of the worst #flood crisis.",sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,"n.n. vohra has conveyed to cm of kerala, the sorrow and sincere sympathy of the people and the govt of jandk over the tragic loss of hundreds of innocent lives and the enormous damage to properties on account of the worst flood crisis.",235,43,Situational Awareness,False
1034775548646576128,Climate risks include damage caused by sea level rise. There are large numbers of people in Kerala living near the coast and it is important that they are insulated from the adverse effect of climate change. #KeralaFloods #climatechange #ClimateAction,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,climate risks include damage caused by sea level rise. there are large numbers of people in kerala living near the coast and it is important that they are insulated from the adverse effect of climate change. keralafloods climatechange climateaction,248,39,Situational Awareness,False
1035779814924283905,"@DevinCarlos007 @Irshad5676 Bro , i think you know about the flood affected in kerala ὤ4",not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,"bro , i think you know about the flood affected in kerala ὤ4",60,13,Situational Awareness,False
1032587839093915648,Great to see such wonderful support from Xiaomi India. Have also seen them distribute powerbanks as well as supplies to the affected. Shows how theyre more than just about the numbers and have a human connection at the core.,sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,great to see such wonderful support from xiaomi india. have also seen them distribute powerbanks as well as supplies to the affected. shows how theyre more than just about the numbers and have a human connection at the core.,224,39,Volunteering and Donations,False
1030723505271263237,We bow down to the efforts of the Indian army helping the flood-hit regions of Kerala. #IsaluteIndianArmedForces #IndependenceDayIndia἞E἟3,sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,we bow down to the efforts of the indian army helping the flood-hit regions of kerala. isaluteindianarmedforces independencedayindia e 3,136,20,Volunteering and Donations,False
1035392478105325568,"In addition to this,Sterlite extended support for Kerala flood relief too #ReOpenSterlite #Sterlite",sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,"in addition to this,sterlite extended support for kerala flood relief too reopensterlite sterlite",97,13,Volunteering and Donations,False
1031721303193968640,Why did #Modi not declare the #kerala floods a National Disaster?? See Modi Governments Prioritiesὄ7 #KeralaFloods #KeralaFloodRelief #KeralaReliefFund,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,why did modi not declare the kerala floods a national disaster?? see modi governments prioritiesὄ7 keralafloods keralafloodrelief keralarelieffund,146,18,Situational Awareness,False
1034374527570984961,"International Disaster With or without the labeling, #KeralaFloods was a humongous National Disaster. But @RahulGandhi s tour of Europe has turned into an International Disaster. @narendramodi must arrange for immediate relief",not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,"international disaster with or without the labeling, keralafloods was a humongous national disaster. but s tour of europe has turned into an international disaster. must arrange for immediate relief",198,29,Situational Awareness,False
1039946262194335744,No amount of security is worth the suffering of a mediocre life chained to a routine that has killed your dreams.” - Maya Mendoza - Wake up every day and,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,no amount of security is worth the suffering of a mediocre life chained to a routine that has killed your dreams. - maya mendoza - wake up every day and,152,30,Critical Rescue,False
1041999842300571648,No filters just a beautiful morning. I wish everyone that had damage from Florence a speedy recovery! @ Lake Townsend,sympathy_and_support,hurricane_florence_2018,test,set2,Irrelevant,no filters just a beautiful morning. i wish everyone that had damage from florence a speedy recovery! lake townsend,115,19,Situational Awareness,False
1040206933003780099,Im in hospital because my port is infected but more importantly can we discuss how much I underestimated the size of this muffin???? Like it will likely be enough food but I will need a,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,im in hospital because my port is infected but more importantly can we discuss how much i underestimated the size of this muffin???? like it will likely be enough food but i will need a,185,35,Resource Requests,False
1041701620600299520,"Find out how a #job at a McDonald’s #restaurant can work for you, with programs and perks including high school completion courses, money for #college, and classes for English language learners. Learn more and apply here: Crew Team Member  #PartTime",not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,"find out how a job at a mcdonald s restaurant can work for you, with programs and perks including high school completion courses, money for college, and classes for english language learners. learn more and apply here crew team member parttime",243,41,Situational Awareness,False
1041227935603204096,The roads bite sometimes,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,the roads bite sometimes,24,4,Situational Awareness,False
1039898602439630849,"Wife sent me to the store for snacks, water, and something to keep us entertained. I got whipped cream, silly string, a coloring book, and a b-ball hoop for the back of a door. #HurricaneFlorence #Hurricant #Hurricane #AuntFlo #Prepared #NorthCarolina #ArmyWife #UnrulyHousewife",not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,"wife sent me to the store for snacks, water, and something to keep us entertained. i got whipped cream, silly string, a coloring book, and a b-ball hoop for the back of a door. hurricaneflorence hurricant hurricane auntflo prepared northcarolina armywife unrulyhousewife",270,42,Situational Awareness,False
1039486085699710976,"I have no bottles of water or batteries, and my fridge is full of perishable food, I just can’t get ready ᾓ7ἿD‍♀️. I give up ὢB. Atp I’m just gon be off to see the Wizard ὄBἿD #HurricaneFlorence",not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,"i have no bottles of water or batteries, and my fridge is full of perishable food, i just can t get ready ᾓ7ἷd . i give up ὢb. atp i m just gon be off to see the wizard ὄbἷd hurricaneflorence",191,41,Situational Awareness,False
1039889226609971205,With $10 million stolen from our budget,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,with 10 million stolen from our budget,38,7,Situational Awareness,False
1040165218293297152,Games affected by #HurricaneFlorence. ὪB= Cancelled ⌚️= Time changed #18 UCF at North Carolina - ὪB #14 West Virginia at NC State - ὪB #13 Virginia Tech at ECU - ὪB Marshall at South Carolina - ὪB Boston College at Wake Forest - ⌚️ GA Southern at #2 Clemson - ⌚️,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,games affected by hurricaneflorence. ὢb cancelled time changed 18 ucf at north carolina - ὢb 14 west virginia at nc state - ὢb 13 virginia tech at ecu - ὢb marshall at south carolina - ὢb boston college at wake forest - ga southern at 2 clemson -,246,48,Situational Awareness,False
1040720891670257666,Artie Burns (questionable) joins Joe Haden (doubtful) as injured starting CBs,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,artie burns questionable joins joe haden doubtful as injured starting cbs,73,11,Critical Rescue,False
1041769542798770178,20 feet you say? No Problem! All images are copyright @BadDogzAzz. I am a disabled vet funded by donations based from these,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,20 feet you say? no problem! all images are copyright . i am a disabled vet funded by donations based from these,112,22,Volunteering and Donations,False
1042073856179986432,Help support one of my babies build up her college scholarship money! Buy a ticket or donate. For tickets or donations please DM or email address on flyer. . . . . . #weareavillage,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,help support one of my babies build up her college scholarship money! buy a ticket or donate. for tickets or donations please dm or email address on flyer. . . . . . weareavillage,179,34,Volunteering and Donations,False
1042165178970910720,"On Sunday, we opened the kitchen to make 50 pizzas for the wishesonwheels Truck Convoy to benefit @makeawishct. #SupportLocal #children #charity #philanthropy #TheLastSlice #pizzas",not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,"on sunday, we opened the kitchen to make 50 pizzas for the wishesonwheels truck convoy to benefit . supportlocal children charity philanthropy thelastslice pizzas",162,24,Volunteering and Donations,False
1039867125941383168,"Tremendously big and tremendously wet — tremendous amounts of water,” @realDonaldTrump",not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,"tremendously big and tremendously wet tremendous amounts of water,",66,9,Situational Awareness,False
1041937294851272705,The V90 Cross Country. Photographed in Ogunquit Maine. #volvo #volvocars #volvov90 #volvov90cc #crosscountry #volvopics #volvolove #volvoforlife #nikon #nikonphotography #nikonautomotive,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,the v90 cross country. photographed in ogunquit maine. volvo volvocars volvov90 volvov90cc crosscountry volvopics volvolove volvoforlife nikon nikonphotography nikonautomotive,175,19,Volunteering and Donations,False
1042152316785197056,"And so the Flo15 was born. Livin the snack food life now. #Flo15 #hurricaneflorence #HurricaneDiet #nc #ilm #snacks #sweetNsalty #ilmStrong @ Wilmington, North Carolina",not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,"and so the flo15 was born. livin the snack food life now. flo15 hurricaneflorence hurricanediet nc ilm snacks sweetnsalty ilmstrong wilmington, north carolina",158,23,Situational Awareness,False
1040201374087237632,"Mmm. Perfection every.single.time. ἴ2❤️ Caffe Euphoria, just inside Euphoria Wellness Spa is open to everyone at 7:30am. • • 290 Water St. downtown #peterborough #wps #coffee",not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,"mmm. perfection every.single.time. ἴ2 caffe euphoria, just inside euphoria wellness spa is open to everyone at 7 30am. 290 water st. downtown peterborough wps coffee",165,25,Situational Awareness,False
1040971613884297216,Chrysler Building from street level. #chryslerbuilding #manhattan #newyork #skyscraper #architecture #cityscape @ Chrysler Building,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,chrysler building from street level. chryslerbuilding manhattan newyork skyscraper architecture cityscape chrysler building,123,13,Situational Awareness,False
1041799510198898688,Another week Another successful project! Great job by Kelly Shepard and his team at All Weather Tite. Glad we found the rot before water got in Happy Clients/Homeowners = Happy,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,another week another successful project! great job by kelly shepard and his team at all weather tite. glad we found the rot before water got in happy clients homeowners happy,174,30,Situational Awareness,False
1042149149272158208,"Just a friendly reminder and invite. @evosportspt is hosting its monthly cookout in Cockeysville this Friday, September 21st. Pleas join us for food, drinks, and Cornhole rournament.",not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,"just a friendly reminder and invite. is hosting its monthly cookout in cockeysville this friday, september 21st. pleas join us for food, drinks, and cornhole rournament.",169,26,Volunteering and Donations,False
1041362599663869952,My view after an incredible ride on the back roads to #montauk @ montauket,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,my view after an incredible ride on the back roads to montauk montauket,71,13,Situational Awareness,False
1033191418431299584,@RifatJawaid Stop faking news Rifat !! There is no aid promised by UAE,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,stop faking news rifat !! there is no aid promised by uae,57,12,Situational Awareness,False
1042050007086637058,"It’s back to the pool, but I still plan on getting some more open water swims in! These are my pool essentials! @ Nassau County Aquatics Center",not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,"it s back to the pool, but i still plan on getting some more open water swims in! these are my pool essentials! nassau county aquatics center",141,27,Situational Awareness,False
1039890655475113984,"The CVRC will close at 5pm today Wednesday Sept. 12, and will reopen at 9am on Monday Sept. 17. For immediate assistance, please contact the Family Service of the Piedmont at 336-273-7273 or the UNCG Police Department at 336-334-4444 (Emergency) or 336-334-5963 (Non-Emergency)",not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,"the cvrc will close at 5pm today wednesday sept. 12, and will reopen at 9am on monday sept. 17. for immediate assistance, please contact the family service of the piedmont at 336-273-7273 or the uncg police department at 336-334-4444 emergency or 336-334-5963 non-emergency",273,43,Situational Awareness,False
1031033065626198016,It’s the time of deep sadness. But we are ready to rebuild from the ashes. #KeralaFlooding #RainHavoc #floods #KeralaReliefFund #KeralaFloods #SOSKerala #wearewithkerala #HelpKerala,sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,it s the time of deep sadness. but we are ready to rebuild from the ashes. keralaflooding rainhavoc floods keralarelieffund keralafloods soskerala wearewithkerala helpkerala,173,24,Situational Awareness,False
1030746225631408128,"I have lived for 1 yr in Kerala, amazing place, amazing people. Very heart wrenching situation Anyone who can help, please do it generously.",sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,"i have lived for 1 yr in kerala, amazing place, amazing people. very heart wrenching situation anyone who can help, please do it generously.",140,24,Resource Requests,False
1039054435027116032,Together We Will – A Campaign to Support Those Who Need Us. For details please read our blog post  #socialgood #causes #volunteer #4change #giveback #dogood #crisiscommons #philanthropy #charity #keralaflood #kerala #keralafloods #standwithkerala,sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,together we will a campaign to support those who need us. for details please read our blog post socialgood causes volunteer 4change giveback dogood crisiscommons philanthropy charity keralaflood kerala keralafloods standwithkerala,230,31,Volunteering and Donations,False
1034702737915535360,ἲ7️ὁ8 Facts on Kerala Floods: A Natural Calamity or A Man-made Disaster? By @mythun . #KeralaFloods2018 #KeralaFloods #Kerala #KeralaReliefFund #ManMadeDisaster #DisasterPreparedness #Transfin,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,ἲ7 ὁ8 facts on kerala floods a natural calamity or a man-made disaster? by . keralafloods2018 keralafloods kerala keralarelieffund manmadedisaster disasterpreparedness transfin,176,22,Situational Awareness,False
1032152424599842816,"A refusal to accept foreign aid has been the norm (right?) for India since the 2004 Tsunami. For calamities thereafter same has been the stand. So, to say that the Modi govt is singling out Kerala is unfair. #KeralaFloodRelief #StandWithKerala",not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,"a refusal to accept foreign aid has been the norm right? for india since the 2004 tsunami. for calamities thereafter same has been the stand. so, to say that the modi govt is singling out kerala is unfair. keralafloodrelief standwithkerala",239,40,Situational Awareness,False
1033331099353534465,"Hella prays for Kerala to rise again. This Onam, lets stand with our brothers and sisters in this hour of need and do our bit by contributing towards the CM relief fund. To donate, visit:  #KeralaFloods #Onam",sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,"hella prays for kerala to rise again. this onam, lets stand with our brothers and sisters in this hour of need and do our bit by contributing towards the cm relief fund. to donate, visit keralafloods onam",204,37,Volunteering and Donations,False
1034778538141003777,"During the #keralafloods, many kind, brave souls came to the aid of our animal kin- from cats &amp; dogs to crocs &amp; snakes! On behalf of all the lives you touched: Thank You, dear guardian angels. Story: @tinastories Animation: the fabulous Krishna Chandran @kc_kc_kc #ReBuildKerala",not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,"during the keralafloods, many kind, brave souls came to the aid of our animal kin- from cats and dogs to crocs and snakes! on behalf of all the lives you touched thank you, dear guardian angels. story animation the fabulous krishna chandran rebuildkerala",254,43,Volunteering and Donations,False
1032864321049509889,@mohandastg @alphonstourism Whole fake news was planted to diverte the main issue ie : Who created the floods ? Who is responsible for the death of innocent people in Kerala. Those strategists inside and outside the media are successfull till now . #keralafloods,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,whole fake news was planted to diverte the main issue ie who created the floods ? who is responsible for the death of innocent people in kerala. those strategists inside and outside the media are successfull till now . keralafloods,231,40,Critical Rescue,False
1030719923868188672,Remember during Kashmir floods there was a video of army vehicles falling into flood waters and few kashmiri separatist handles sharing and rejoicing over it Now few sanghis are rejoicing over Kerala floods Conclusion: both are one and the same,not_humanitarian,kerala_floods_2018,test,set2,Irrelevant,remember during kashmir floods there was a video of army vehicles falling into flood waters and few kashmiri separatist handles sharing and rejoicing over it now few sanghis are rejoicing over kerala floods conclusion both are one and the same,243,40,Situational Awareness,False
1040051636725530625,Fresh #TBone steak from thefarmersrail grilled to perfection. With some fresh local peppers and onions. #NardGrills #beef #propane @ Copley Township Cemetery,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,fresh tbone steak from thefarmersrail grilled to perfection. with some fresh local peppers and onions. nardgrills beef propane copley township cemetery,151,21,Volunteering and Donations,False
1031106735996461057,I would like to thank fisherman from neighbouring state to come forward and help victims of Kerala. These are working persistently and expecting nothing but saving lives of trapped people. #KeralaFloodRelief.,sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,i would like to thank fisherman from neighbouring state to come forward and help victims of kerala. these are working persistently and expecting nothing but saving lives of trapped people. keralafloodrelief.,207,31,Volunteering and Donations,False
1040016126724517888,Some cool artwork on a building in Philly! @ The Original Pats King of Steaks,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,some cool artwork on a building in philly! the original pats king of steaks,75,14,Situational Awareness,False
1041126511175258114,a little wind never killed nobody #gotigs #florencewho @ Memorial Stadium (Clemson),not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,a little wind never killed nobody gotigs florencewho memorial stadium clemson,77,11,Critical Rescue,False
1040186700671213568,"D3 Things To Know: 1 - A student was stabbed to death in a Detroit high school. 2 - Hurricane Florence hits the Carolinas. 3 - Six people, including the gunman, are dead after a shooting in Bakersfield, CA.",not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,"d3 things to know 1 - a student was stabbed to death in a detroit high school. 2 - hurricane florence hits the carolinas. 3 - six people, including the gunman, are dead after a shooting in bakersfield, ca.",205,39,Critical Rescue,False
1041236451579576321,RT @Helenhs: At least Canada’s President has expressed his condolences over the deaths from hurricane Florence.,sympathy_and_support,hurricane_florence_2018,test,set2,Irrelevant,at least canada s president has expressed his condolences over the deaths from hurricane florence.,98,15,Critical Rescue,False
1040553287261581312,This is not a true photo folks! Its shared every single time theres flooding anywhere. Stop the nonsense! #Florence,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,this is not a true photo folks! its shared every single time theres flooding anywhere. stop the nonsense! florence,114,19,Situational Awareness,False
1040582286180270085,Don’t forget that Maxwell residents are offered two complimentary fitness classes a week! Tuesdays and Saturdays are YOUR days to get FIT Ἴ3ἿD‍♀️ὊAἿDἼBἿE‍♂️ @ The Maxwell,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,don t forget that maxwell residents are offered two complimentary fitness classes a week! tuesdays and saturdays are your days to get fit ἴ3ἷd ὂaἷdἴbἷe the maxwell,163,27,Situational Awareness,False
1039943187119398914,We Buy/Sell/Trade Daily Located in downtown Frederick 125 S. Carroll St. Suite 175 Shop online 24/7 at  Nas Tee Size Small $250 Candle Tee Size Large $60 Water Arc Hoodie Sz,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,we buy sell trade daily located in downtown frederick 125 s. carroll st. suite 175 shop online 24 7 at nas tee size small 250 candle tee size large 60 water arc hoodie sz,170,34,Situational Awareness,False
1041973635626491905,Important #geospatial #SituationalAwareness for #HurricaneFlorence ἰE @WCraigFugate @GISPublicSafety @Esri_Nonprofit @geotellus @RyanLanclos @pjdohertygis @densaer @jcrowley @CalOES_Dir @InfraGard @CSARN_Updates @ZFTWARNING @esouthersHVE @Steven_Ramage @GEOSEC2025 @geo_neill ὟA,not_humanitarian,hurricane_florence_2018,test,set2,Irrelevant,important geospatial situationalawareness for hurricaneflorence ἰe ὗa,69,7,Situational Awareness,False
1041601784211533824,"RT @RepSharonCooper: Im thankful for the first responders, volunteers and disaster relief organizations like @RedCross",sympathy_and_support,hurricane_florence_2018,test,set2,Irrelevant,"im thankful for the first responders, volunteers and disaster relief organizations like",87,12,Volunteering and Donations,False
1035542035741138945,"What a great idea and idea to support the propel in need a. Love the thought behind #100PipersPlayForACause in Gurgaon and Bengaluru. Music not only entertains us, but also heals and helps rebuild. The event will help contribute to the Kerala flood effort. @100PipersIN",sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,"what a great idea and idea to support the propel in need a. love the thought behind 100pipersplayforacause in gurgaon and bengaluru. music not only entertains us, but also heals and helps rebuild. the event will help contribute to the kerala flood effort.",255,43,Volunteering and Donations,False
1032215615858044931,"Brilliant post match interviews, first Root and then Kohli, very well versed. Kohli and team dedicated this win to the victims of #KeralaFloods #ENGvIND",sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,"brilliant post match interviews, first root and then kohli, very well versed. kohli and team dedicated this win to the victims of keralafloods engvind",150,24,Volunteering and Donations,False
1031369655149969409,I Know its already too late.. But AnyHow Help the people in need.. #KeralaὤF #KeralaRelief #keralafloods #KeralaFloodRelief #KeralaDonationChallenge,sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,i know its already too late.. but anyhow help the people in need.. keralaὤf keralarelief keralafloods keralafloodrelief keraladonationchallenge,143,18,Resource Requests,False
1032956626666487808,"Sitharaman visits flood-hit Kodagu, promises Army help @nsitharaman @adgpi #Keralaflood #floods @DefenceMinIndia #BRO",sympathy_and_support,kerala_floods_2018,test,set2,Irrelevant,"sitharaman visits flood-hit kodagu, promises army help keralaflood floods bro",77,10,Situational Awareness,False
1110300754173001735,Is there anything more cruel than sending bottled water to flood victims ᾒ6‍♂️ Send them Huggies.those suckers will consume 10 times their weight in excess waterὠE,not_humanitarian,midwestern_us_floods_2019,test,set2,Irrelevant,is there anything more cruel than sending bottled water to flood victims ᾒ6 send them huggies.those suckers will consume 10 times their weight in excess waterὠe,160,26,Situational Awareness,False
